Total NFs Processadas;Total NFs Sucesso;Total NFs Falhas;Percentual Sucesso;Percentual Falhas;Detalhes das Falhas
44;1;43;2.27%;97.73%;['NF: 267035, CNPJ: 43035146000185, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 267093, CNPJ: 43035146000185, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 11102476841, CNPJ: 00043036514500, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 111024766442, CNPJ: 00043036514500, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 11102476842, CNPJ: 00043036514500, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 111024766445, CNPJ: 00043036514500, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 211024766446, CNPJ: 00043036514500, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 21102024, CNPJ: 00043036514500, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 21102024, CNPJ: 00043036514500, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 21102024, CNPJ: 00043036514500, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 22102024, CNPJ: 00043036514500, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 22102024, CNPJ: 00043036514500, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 34283, CNPJ: 43035146600161, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 57201, CNPJ: 43035146001742, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 21356, CNPJ: 43035148004172, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 21357, CNPJ: 43035148004172, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 213958, CNPJ: 43095148004172, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 213959, CNPJ: 43095148004172, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 190, CNPJ: 43085146001588, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 8233221024104931660430351462024107394135, CNPJ: 43035146001238, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 8233221024104932570430351462024107394136, CNPJ: 18328118026507, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 30322024, CNPJ: 43035146000169, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 522022, CNPJ: 18328118028976, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 22024, CNPJ: 18328118002200, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 22024, CNPJ: 18328180270927, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 22024, CNPJ: 18328118028976, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 202414617, CNPJ: 43035146000167, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 202414517, CNPJ: 43035146000167, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 2072414613, CNPJ: 43035146000167, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 207414614, CNPJ: 43035146000167, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 207241461, CNPJ: 43035146006716, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 2072414616, CNPJ: 43035146006716, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 20724146124, CNPJ: 43035146006716, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 2072414610, CNPJ: 43035146006716, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 2072414612, CNPJ: 43035146006716, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 2072414673, CNPJ: 43035146006716, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 69310, CNPJ: 183281118028704, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 20242005, CNPJ: 43035146007198, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 202400000023482, CNPJ: 43035146008089, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 202400000023483, CNPJ: 43035146008089, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 202400000023484, CNPJ: 43035146008089, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 202400000023485, CNPJ: 43035146008089, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.', 'NF: 202400000024409, CNPJ: 43035146000625, Inconsistência: NF ou CNPJ não encontrados no acompanhamento.']
