MASSIVO;COD. FORN.;CNPJ;FORNECEDOR;COD. LOJA;ITEM LOJA;LOJA;SIGLA;DATA DE APROVAÇÃO ;OS;RESPONSÁVEL;NF;EMISSÃO ;VENCIMENTO;DATA LANÇAMENTO ;TIPO DE SP;TIPO DE PAG.;FORMA DE PAG.;FINALIDADE;RATEIO ;CENTRO DE CUSTO;CC.DESPESA;ÁREA;CLASSIFICAÇÃO ;CATEGORIA;TIPO;ORÇAMENTO ;PROJETO CAPEX;DISTRITO;COORDENADOR;REGIONAL;VALOR;DESCRIÇÃO ;CNPJ LOJA1;CNPJ LOJA2
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0135;0135;PETZ CARREFOUR ANCHIETA;ANCH-SP;01/02/2023;PREVENTIVA;ALINE TORRES;000101048;04/08/2023;10/04/2024;27/03/2024;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP3;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118012549;18.328.118/0125-49
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0079;0079;PETZ MOREIRA GUIMARAES;CGHS-SP;01/02/2023;PREVENTIVA;PIETRA;000104525;01/11/2023;08/05/2024;24/04/2024;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP1;MARYANE;R1; R$ 758,55 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118007464;18.328.118/0074-64
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0094;0094;PETZ COPACABANA;CPCB-RJ;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;RJ;MARYANE;R1; R$ 1.197,37 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118008940;18.328.118/0089-40
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0111;0111;PETZ GIOVANNI GRONCHI;GVGC-SP;01/02/2023;PREVENTIVA;PIETRA;000107317;03/01/2024;20/03/2024;06/03/2024;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP1;MARYANE;R1; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118010767;18.328.118/0107-67
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0174;0174;PETZ ILHA DO GOVERNADOR;ILHG-RJ;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;RJ-ES;MARYANE;R1; R$ 1.197,38 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118016960;18.328.118/0169-60
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0236;0236;PETZ NOVA IGUAÇU;NIGC-RJ;01/02/2023;PREVENTIVA;PIETRA;000107388;04/01/2024;20/03/2024;07/03/2024;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;RJ;MARYANE;R1; R$ 400,00 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118022340;18.328.118/0223-40
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0060;0060;PETZ PACAEMBU;PCBU-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP2;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118006220;18.328.118/0062-20
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0068;0068;PETZ PEREIRA BARRETO;PBAR-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP3;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118007111;18.328.118/0071-11
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0067;0067;PETZ EXTRA RICARDO JAFET;RJAF-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP2;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118006573;18.328.118/0065-73
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0010;0010;PETZ SANTA CECILIA;STCE-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP2;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118001938;18.328.118/0019-38
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0044;0044;PETZ SANTO ANDRE;STAD-SP;01/02/2023;PREVENTIVA;PIETRA;000107392;04/01/2024;24/04/2024;04/04/2024;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP3;FELICIO;R3; R$ 400,00 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118004600;18.328.118/0046-00
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0092;0092;PETZ TEOTONIO VILELA;TTVL-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP1;MARYANE;R1; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118009165;18.328.118/0091-65
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0178;0178;PETZ VICENTE RAO;VRAO-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP1;MARYANE;R1; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118017699;18.328.118/0176-99
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0151;0151;PETZ VILA MARIANA;VLMA-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP2;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Fevereiro/23;18328118014835;18.328.118/0148-35
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0104;0104;PETZ VILA VELHA;VLVL-ES;01/02/2023;PREVENTIVA;PIETRA;000107961;05/01/2024;24/04/2024;12/04/2024;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;RJ-ES;MARYANE;R1; R$ 1.062,45 ;MANUTENÇÃO PREVENTIVA;18328118009831;18.328.118/0098-31
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0082;0082;PETZ VITORIA;VTRA-ES;01/02/2023;PREVENTIVA;PIETRA;000107941;05/01/2024;24/04/2024;12/04/2024;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;RJ-ES;MARYANE;R1; R$ 400,00 ;MANUTENÇÃO PREVENTIVA;18328118008002;18.328.118/0080-02
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0039;0039;CENTRO DE DISTRIBUICAO;CDEM-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;CD;MARYANE;CD; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118003809;18.328.118/0038-09
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0208;0208;PETZ AVENIDA ANGELICA;ANGL-SP;01/02/2023;PREVENTIVA;PIETRA;000106078;01/12/2023;08/05/2024;24/04/2024;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP2;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118019551;18.328.118/0195-51
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0019;0019;PETZ BUTANTA;BTTA-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP2;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118000885;18.328.118/0008-85
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0230;0230;PETZ CAMPO GRANDE RIO;CGDR-RJ;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;RJ;MARYANE;R1; R$ 1.197,37 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18.328.118/0241-21;18.328.118/0241-21
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0079;0079;PETZ MOREIRA GUIMARAES;CGHS-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP1;MARYANE;R1; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118007464;18.328.118/0074-64
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0094;0094;PETZ COPACABANA;CPCB-RJ;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;RJ;MARYANE;R1; R$ 1.197,37 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118008940;18.328.118/0089-40
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0111;0111;PETZ GIOVANNI GRONCHI;GVGC-SP;01/02/2023;PREVENTIVA;PIETRA;000107393;04/01/2024;24/04/2024;04/04/2024;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP1;MARYANE;R1; R$ 400,00 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118010767;18.328.118/0107-67
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0138;0138;PETZ JOÃO FIRMINO;JFIR-SP;01/02/2023;PREVENTIVA;PIETRA;000105396;13/11/2023;24/04/2024;12/04/2024;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP3;FELICIO;R3; R$ 1.483,29 ;MANUTENÇÃO PREVENTIVA;18328118012972;18.328.118/0129-72
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0060;0060;PETZ PACAEMBU;PCBU-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP2;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118006220;18.328.118/0062-20
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0010;0010;PETZ SANTA CECILIA;STCE-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP2;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118001938;18.328.118/0019-38
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0044;0044;PETZ SANTO ANDRE;STAD-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP3;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118004600;18.328.118/0046-00
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0116;0116;PETZ SANTO ANDRE DOM PEDRO;SADP-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP3;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118011062;18.328.118/0110-62
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0092;0092;PETZ TEOTONIO VILELA;TTVL-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP1;MARYANE;R1; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118009165;18.328.118/0091-65
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0178;0178;PETZ VICENTE RAO;VRAO-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP1;MARYANE;R1; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118017699;18.328.118/0176-99
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0104;0104;PETZ VILA VELHA;VLVL-ES;01/02/2023;PREVENTIVA;PIETRA;000107969;05/01/2024;24/04/2024;12/04/2024;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;RJ-ES;MARYANE;R1; R$ 132,98 ;MANUTENÇÃO PREVENTIVA;18328118009831;18.328.118/0098-31
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0082;0082;PETZ VITORIA;VTRA-ES;01/02/2023;PREVENTIVA;PIETRA;000102662;11/09/2024;08/05/2024;24/04/2024;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;RJ-ES;MARYANE;R1; R$ 1.118,48 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118008002;18.328.118/0080-02
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0116;0116;PETZ SANTO ANDRE DOM PEDRO;SADP-SP;01/02/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;PREDIAL;PREVENTIVA;CIVIL;CONTRATOS;;SP3;FELICIO;R3; R$ 741,65 ;MANUTENÇÃO PREVENTIVA PREDIAL REF. Fevereiro/23;18328118011062;18.328.118/0110-62
610810;00034812;22.823.882/0001-28;VIPTECH DESENVOLVIMENTO DE PROGRAMAS LTD;04 0209;0209;PETZ PARQUE SHOPING MACEIO;PSMC-AL;07/02/2023;610810;;;;;;000005;3;1;8;N;11002;11002;ADMINISTRATIVO;PREDIAL;EMERGENCIAL;M.O.;CAPEX;AVCB;NE1;MARYANE;R1; R$ 300,00 ;Visita Tecnica pra Central de alarme;18328118020053;18.328.118/0200-53
615512;00255272;38.344.972/0001-76;GEMANS ENGENHARIA LTDA;04 0226;0226;PETZ SÃO LUIS;SLUI-MA;17/02/2023;615512;;;;;;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;PREDIAL;EMERGENCIAL;CIVIL;OPEX;;NE2;MARYANE;R1; R$ 1.300,00 ;ATEDIMENTO EMERGENCIAL - JANEIRO;18328118021297;18.328.118/0212-97
615519;00255272;38.344.972/0001-76;GEMANS ENGENHARIA LTDA;04 0114;0114;PETZ ARACAJÚ;ACJU-SE;17/02/2023;615519;;;;;;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;PREDIAL;PREVENTIVA;CIVIL;OPEX;;NE1;MARYANE;R1; R$ 2.065,38 ;MANUTENÇÃO PREVENTIVA PREDIAL SPOT - REF. FEVEREIRO;18328118012034;18.328.118/0120-34
615542;00255272;38.344.972/0001-76;GEMANS ENGENHARIA LTDA;04 0235;0235;PETZ PARNAMIRIM;PNMR-PE;17/02/2023;615542;;;;;;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;PREDIAL;PREVENTIVA;CIVIL;OPEX;;NE1;MARYANE;R1; R$ 1.455,36 ;MANUTENÇÃO PREVENTIVA PREDIAL SPOT - REF. FEVEREIRO;18328118022005;18.328.118/0220-05
615581;00255272;38.344.972/0001-76;GEMANS ENGENHARIA LTDA;04 0217;0217;PETZ NATAL ROBERTO FREIRE;RBFR-RN;17/02/2023;615581;;;;;;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;PREDIAL;PREVENTIVA;CIVIL;OPEX;;NE2;MARYANE;R1; R$ 151,41 ;MATERIAIS APLICADOS PREVENTIVA - JANEIRO;18328118022692;18.328.118/0226-92
620699;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0052;0052;PETZ JUSCELINO KUBITSCHEK;ITAM-SP;23/02/2023;620699;PIETRA;000107958;05/01/2024;24/04/2024;12/04/2024;000030;3;1;08;N;11002;11002;ADMINISTRATIVO;PREDIAL;PREVENTIVA;MATERIAL;OPEX;;SP1;MARYANE;R1; R$ 400,00 ;MANUTENÇÃO PREVENTIVA;18328118005682;18.328.118/0056-82
620709;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0003;0003;PETZ SAO BERNARDO;SBCA-SP;23/02/2023;620709;;;;;;000005;3;1;08;N;11002;11002;ADMINISTRATIVO;PREDIAL;PREVENTIVA;MATERIAL;OPEX;;SP3;FELICIO;R3; R$ 256,50 ;COMPLEMENTO DE PREVENTIVA - LÂMPADAS PARA SALÃO DA LOJA - 5UND;18328118002152;18.328.118/0021-52
620710;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0010;0010;PETZ SANTA CECILIA;STCE-SP;23/02/2023;620710;PIETRA;000105158;10/11/2023;21/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;ADMINISTRATIVO;PREDIAL;PREVENTIVA;MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 560,25 ;COMPLEMENTO DE PREVENTIVA  - BOMBA PARA EVAPORADORA E VEDA CALHA INCOLOR;18328118001938;18.328.118/0019-38
620723;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0010;0010;PETZ SANTA CECILIA;STCE-SP;23/02/2023;620723;;;;;;000005;3;1;08;N;11002;11002;;PREDIAL;CORRETIVA;MATERIAL;OPEX;;SP2;FELICIO;R3; R$ 269,34 ;CONTATOR 3P 32A;18328118001938;18.328.118/0019-38
620730;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0079;0079;PETZ MOREIRA GUIMARAES;CGHS-SP;23/02/2023;620730;PIETRA;000105150;10/11/2023;21/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O.;OPEX;;SP1;MARYANE;R1; R$ 400,00 ;CHAMADO EMERGENCIAL DE AR CONDICIONADO - 30/12/2022;18328118007464;18.328.118/0074-64
620734;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0031;0031;PETZ MORUMBI;MRBI-SP;23/02/2023;620734;PIETRA;000105145;10/11/2023;21/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O.;OPEX;;SP1;MARYANE;R1; R$ 400,00 ;CHAMADO EMERGENCIAL DE AR CONDICIONADO - 03/01/2023;18328118003124;18.328.118/0031-24
620736;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0092;0092;PETZ TEOTONIO VILELA;TTVL-SP;23/02/2023;620736;PIETRA;000105154;10/11/2023;21/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O.;OPEX;;SP1;MARYANE;R1; R$ 800,00 ;CHAMADO EMERGENCIAL DE AR CONDICIONADO - 15/01/2023;18328118009165;18.328.118/0091-65
620741;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0221;0221;PETZ GASTAO VIDIGAL;GVDL-SP;23/02/2023;620741;PIETRA;000105156;10/02/2024;21/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O.;OPEX;;SP7;FELICIO;R3; R$ 600,00 ;CHAMADO EMERGENCIAL DE AR CONDICIONADO - 21/01/2023;18328118021025;18.328.118/0210-25
620747;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0079;0079;PETZ MOREIRA GUIMARAES;CGHS-SP;23/02/2023;620747;PIETRA;000105151;10/11/2023;21/02/2024;05/02/2024;000005;3;1;08;N;11002;11002;SALÃO DE VENDAS;AR CONDICIONADO;EMERGENCIAL;M.O.;OPEX;;SP1;MARYANE;R1; R$ 600,00 ;CHAMADO EMERGENCIAL DE AR CONDICIONADO - 04/01/2023;18328118007464;18.328.118/0074-64
PREVENTIVA;00108348;90.347.840/0012-70;TK ELEVADORES BRASIL LTDA;04 0154;0154;PETZ BOTAFOGO POLIDORO;BFGO-RJ;01/03/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;ELEVADORES;PREVENTIVA;;CONTRATOS;;RJ;MARYANE;R1; R$ 551,23 ;MANUTENÇÃO PREVENTIVA DE ELEVADOR REF. Março/23;18328118015483;18.328.118/0154-83
PREVENTIVA;00009935;04.225.761/0001-00;WPS BRASIL LTDA;04 0052;0052;PETZ JUSCELINO KUBITSCHEK;ITAM-SP;01/03/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;EQUIPAMENTOS;PREVENTIVA;;CONTRATOS;;SP1;MARYANE;R1; R$ 1.165,23 ;MANUTENÇÃO EQUIP DE AUTOM. REF. Março/23;18328118005682;18.328.118/0056-82
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0039;0039;CENTRO DE DISTRIBUICAO;CDEM-SP;01/03/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;CD;MARYANE;CD; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Março/23;18328118003809;18.328.118/0038-09
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0154;0154;PETZ BOTAFOGO POLIDORO;BFGO-RJ;01/03/2023;PREVENTIVA;PIETRA;000107840;05/01/2024;24/04/2024;04/04/2024;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;RJ;MARYANE;R1; R$ 600,00 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Março/23;18328118015483;18.328.118/0154-83
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0230;0230;PETZ CAMPO GRANDE RIO;CGDR-RJ;01/03/2023;PREVENTIVA;PIETRA;000107829;04/01/2024;24/04/2024;04/04/2024;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;RJ;MARYANE;R1; R$ 400,00 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Março/23;18.328.118/0241-21;18.328.118/0241-21
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0167;0167;PETZ SERRA;SERR-ES;01/03/2023;PREVENTIVA;PIETRA;000107808;04/01/2024;24/04/2024;04/04/2024;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;RJ-ES;MARYANE;R1; R$ 400,00 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Março/23;18328118015807;18.328.118/0158-07
PREVENTIVA;00379469;01.704.331/0001-75;INFRALINK SERVIÇOS DE INFRA ESTRUTURA E MANUTENÇÃO LTDA;04 0178;0178;PETZ VICENTE RAO;VRAO-SP;01/03/2023;PREVENTIVA;;;;;;000030;3;1;08;N;11002;11002;;AR CONDICIONADO;PREVENTIVA;;CONTRATOS;;SP1;MARYANE;R1; R$ 741,65 ;MANUTENÇÃO PREVENTIVA DE AR CONDICIONADO REF. Março/23;18328118017699;18.328.118/0176-99
